longitude,latitude
139.118056,35.241528
-99.299255,39.361893
-99.334487,39.313244
-99.312515,39.381209
-99.312515,39.381209
-90.719535,29.59577
-93.791878,37.872257
-99.325054,39.35023
-81.236495,32.959048
-99.325054,39.35023
-97.14667,31.549333
-94.125774,37.253666
-84.436922,31.776881
-77.016291,38.904774
139.439048,35.713787
-99.325054,39.35023
-66.51812,18.223028
-99.325054,39.35023
-90.32456,38.612552
-77.966667,21.833333
-77.036366,38.895112
-66.047272,18.363414
-91.154551,30.450746
-69.77949,44.310624
-99.325054,39.35023
-81.236495,32.959048
-84.440002,31.76
-121.980003,38.5
-111.970001,33.080002
-84.45121,31.6814
-84.43,31.76
-99.160004,18.889999
-90.910004,33.419998
-91.18,30.41
-114.650002,32.689999
106.75,26.43
78.690002,10.85
-47.779999,-21.129999
-91.18,30.41
-75.1585,9.798583
-75.160861,9.800089
-75.1585,9.798583
-44.169998,-19.450001
-91.18,30.41
126.3335,33.241
127.490972,34.849417
-96.47445,15.68353
-95.78457,15.92524
-93.88278,16.54606
38.46893,-6.6628
11.99972,36.78247
38.97651,-5.44209
39.03614,-5.36264
92.77527,11.89111
-75.1257,8.27825
-66.42062,-17.66087
-96.47445,15.68353
-95.01524,16.59749
73.40144,34.06692
54.69107,36.88135
39.03614,-5.36264
-66.42062,-17.66087
-96.41293,15.71677
-96.47445,15.68353
-96.47445,15.68353
-95.78457,15.92524
-95.01524,16.59749
73.40144,34.06692
54.69107,36.88135
38.97651,-5.44209
39.03614,-5.36264
37.76269,-4.19894
-0.9,6.15
-39.8913,-18.0999
-38.0482,-9.8755
-39.1928,-8.4559
-38.92571,-7.30658
-39.0461,-4.8876
-75.8395,19.9756
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-75.5033,6.2597
-73.825513,11.229639
-73.604129,11.261166
28.01028,-19.0999
-0.92,6.15
51.17332,24.90322
-40.7302,-20.6895
-38.92571,-7.30658
-38.9901,-5.6408
-39.0461,-4.8876
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-67.2908,-30.2063
28.01028,-19.0999
-82.4336,8.4868
121.285533,24.162593
-0.92,6.15
-0.92,6.15
-96.11039,15.79839
-40.7302,-20.6895
-39.0461,-4.8876
-38.88201,-4.47716
-64.52531,18.44507
-66.9484,17.9418
-75.8395,19.9756
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-3.767194,8.762444
28.01028,-19.0999
-82.4336,8.4868
121.285533,24.162593
58.89833,22.92689
-96.47445,15.68353
-95.01524,16.59749
38.97651,-5.44209
92.77527,11.89111
-0.9,6.15
38.97651,-5.44209
39.03614,-5.36264
39.03614,-5.36264
106.753117,-6.5541
-59.6306,13.3286
-90.5515,19.77107
-39.5321,-15.8762
-75.1257,8.27825
-0.92,6.15
22.6203,-26.19122
25.51188,-25.13427
-96.11039,15.79839
-39.5321,-15.8762
-37.4904,-10.5932
-38.92571,-7.30658
-75.8395,19.9756
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-75.5033,6.2597
-73.825513,11.229639
28.01028,-19.0999
13.94333,37.96639
-38.4718,-8.73501
-38.92571,-7.30658
-38.92571,-7.30658
-39.0461,-4.8876
-75.7779,20.0167
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-75.5033,6.2597
-75.5033,6.2597
13.94333,37.96639
-96.47445,15.68353
-95.01524,16.59749
-93.88278,16.54606
37.60499,-6.87109
99.293611,9.102222
-0.92,6.15
9.5821,39.6369
4.6673,8.4628
-41.4365,-21.7902
-39.8913,-18.0999
-38.0482,-9.8755
-38.8084,-8.6821
-38.9901,-5.6408
-39.0461,-4.8876
-38.88201,-4.47716
-38.9113,-4.4099
-64.7073,18.3907
-75.8395,19.9756
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-69.8964,-4.0083
-74.011557,11.284254
-73.117039,11.365681
28.01028,-19.0999
28.01028,-19.0999
-82.4336,8.4868
131.4395,-13.7655
-96.47445,15.68353
-95.01524,16.59749
37.60499,-6.87109
39.03614,-5.36264
92.77527,11.89111
-75.1257,8.27825
-0.92,6.15
9.7184,40.6976
4.6673,8.4628
-93.88278,16.54606
38.46893,-6.6628
11.99972,36.78247
38.97651,-5.44209
39.03614,-5.36264
-90.61751,14.08633
-38.8084,-8.6821
-39.0461,-4.8876
-39.0461,-4.8876
-75.8395,19.9756
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-81.1901,22.2795
-69.8964,-4.0083
-3.767194,8.762444
-3.495763,34.194834
116.02197,5.48864
130.998333,-12.701417
131.4395,-13.7655
-75.1257,8.27825
-59.6306,13.3286
-0.72013,38.30266
-39.8913,-18.0999
-39.5321,-15.8762
-38.0482,-9.8755
-39.1928,-8.4559
-38.92571,-7.30658
-38.92571,-7.30658
-75.8395,19.9756
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-75.5033,6.2597
-73.825513,11.229639
28.01028,-19.0999
-95.32046,16.1131
-95.01524,16.59749
11.99972,36.78247
38.97651,-5.44209
39.03614,-5.36264
-75.1257,8.27825
-59.6306,13.3286
-39.8913,-18.0999
-39.5321,-15.8762
-37.4904,-10.5932
-38.0482,-9.8755
-38.0482,-9.8755
-38.92571,-7.30658
-38.92571,-7.30658
-75.7779,20.0167
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-69.8964,-4.0083
-67.2908,-30.2063
-73.117039,11.365681
13.94333,37.96639
58.89833,22.92689
-95.78457,15.92524
-93.88278,16.54606
38.46893,-6.6628
38.53055,-6.669
39.03614,-5.36264
39.03614,-5.36264
-0.9,6.15
58.89833,22.92689
-95.78457,15.92524
-95.01524,16.59749
73.40144,34.06692
11.99972,36.78247
38.97651,-5.44209
39.03614,-5.36264
92.77527,11.89111
-0.9,6.15
-59.6306,13.3286
-0.92,6.15
-97.079089,15.914678
-59.6306,13.3286
-0.92,6.15
8.2166,40.6111
21.90507,-26.65967
-96.11039,15.79839
-41.4365,-21.7902
-39.5321,-15.8762
-37.4904,-10.5932
-38.4718,-8.73501
-38.92571,-7.30658
-39.0461,-4.8876
-39.0461,-4.8876
-38.88201,-4.47716
-38.88201,-4.47716
-64.52531,18.44507
-75.8395,19.9756
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-75.5033,6.2597
28.01028,-19.0999
121.285533,24.162593
131.4395,-13.7655
131.4395,-13.7655
145.41287,-6.01488
-39.5321,-15.8762
-39.1928,-8.4559
-39.0461,-4.8876
-39.0461,-4.8876
-38.88201,-4.47716
-75.8395,19.9756
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-75.5033,6.2597
28.01028,-19.0999
121.285533,24.162593
-96.41293,15.71677
-95.78457,15.92524
-95.01524,16.59749
73.40144,34.06692
54.69107,36.88135
38.97651,-5.44209
39.03614,-5.36264
37.76269,-4.19894
-0.9,6.15
-0.9,6.15
-59.6306,13.3286
-0.92,6.15
177.317272,-18.098428
-96.11039,15.79839
-39.5321,-15.8762
-39.0461,-4.8876
-38.88201,-4.47716
-66.9484,17.9418
-75.8395,19.9756
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-3.767194,8.762444
28.01028,-19.0999
-82.4336,8.4868
121.285533,24.162593
-96.47445,15.68353
-95.01524,16.59749
39.03614,-5.36264
99.293611,9.102222
98.890278,8.079167
-0.92,6.15
22.6203,-26.19122
-0.72013,38.30266
51.17332,24.90322
4.6673,8.4628
4.6673,8.4628
-38.8084,-8.6821
-39.1928,-8.4559
-39.0461,-4.8876
-38.88201,-4.47716
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
28.01028,-19.0999
28.01028,-19.0999
28.01028,-19.0999
-82.4336,8.4868
58.89833,22.92689
-95.78457,15.92524
38.46893,-6.6628
38.97651,-5.44209
39.03614,-5.36264
39.03614,-5.36264
-48.8525,-15.81
-0.9,6.15
73.40144,34.06692
35.8215,-5.7172
38.97651,-5.44209
39.03614,-5.36264
-0.9,6.15
-75.46245,9.48672
-59.6306,13.3286
-59.6306,13.3286
-0.92,6.15
8.2166,40.6111
22.6203,-26.19122
21.90507,-26.65967
4.6673,8.4628
4.6673,8.4628
-96.11039,15.79839
-41.4365,-21.7902
-39.5321,-15.8762
-37.4904,-10.5932
-38.92571,-7.30658
-39.0461,-4.8876
-39.0461,-4.8876
-64.52531,18.44507
-75.8395,19.9756
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-75.5033,6.2597
-3.495763,34.194834
28.01028,-19.0999
28.01028,-19.0999
121.285533,24.162593
131.4395,-13.7655
58.89833,22.92689
-96.47445,15.68353
-95.01524,16.59749
38.97651,-5.44209
-48.8525,-15.81
92.77527,11.89111
-0.9,6.15
-39.8913,-18.0999
-38.4718,-8.73501
-38.8084,-8.6821
-39.0461,-4.8876
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-3.767194,8.762444
-82.4336,8.4868
-96.47445,15.68353
-95.01524,16.59749
37.60499,-6.87109
39.03614,-5.36264
98.890278,8.079167
-75.1257,8.27825
-0.92,6.15
177.317272,-18.098428
-97.079089,15.914678
-90.61751,14.08633
-39.8913,-18.0999
-75.1257,8.27825
-0.92,6.15
22.6203,-26.19122
25.51188,-25.13427
-96.11039,15.79839
-39.5321,-15.8762
-37.4904,-10.5932
-38.4718,-8.73501
-38.92571,-7.30658
-39.0461,-4.8876
-64.52531,18.44507
-66.9484,17.9418
-75.8395,19.9756
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-75.5033,6.2597
28.01028,-19.0999
13.94333,37.96639
121.285533,24.162593
-37.4904,-10.5932
-38.8084,-8.6821
-39.0461,-4.8876
-39.0461,-4.8876
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-69.8964,-4.0083
-74.011557,11.284254
116.02197,5.48864
130.998333,-12.701417
131.4395,-13.7655
131.4395,-13.7655
35.8215,-5.7172
38.97651,-5.44209
39.03614,-5.36264
106.753117,-6.5541
-75.46245,9.48672
-59.6306,13.3286
-38.4718,-8.73501
-38.92571,-7.30658
-39.0461,-4.8876
-39.0461,-4.8876
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-81.1901,22.2795
-69.8964,-4.0083
-75.5033,6.2597
-3.767194,8.762444
-82.4336,8.4868
13.94333,37.96639
-96.47445,15.68353
-95.78457,15.92524
-95.01524,16.59749
39.03614,-5.36264
39.03614,-5.36264
-0.9,6.15
-75.1257,8.27825
-0.92,6.15
4.6673,8.4628
-97.079089,15.914678
-38.8084,-8.6821
-39.0461,-4.8876
-39.0461,-4.8876
-38.88201,-4.47716
-95.01524,16.59749
38.97651,-5.44209
39.03614,-5.36264
-0.9,6.15
-59.6306,13.3286
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
28.01028,-19.0999
131.4395,-13.7655
145.41287,-6.01488
-39.8913,-18.0999
-39.1928,-8.4559
-38.92571,-7.30658
-39.0461,-4.8876
-39.0461,-4.8876
-75.7779,20.0167
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-81.1901,22.2795
-3.767194,8.762444
-82.4336,8.4868
-96.41293,15.71677
-95.32046,16.1131
-93.88278,16.54606
38.46893,-6.6628
11.99972,36.78247
38.97651,-5.44209
39.03614,-5.36264
-75.46245,9.48672
-75.1257,8.27825
-59.6306,13.3286
-0.92,6.15
-96.41293,15.71677
-95.78457,15.92524
-95.01524,16.59749
73.40144,34.06692
11.99972,36.78247
54.69107,36.88135
38.97651,-5.44209
39.03614,-5.36264
-0.9,6.15
-0.9,6.15
-59.6306,13.3286
-0.92,6.15
9.5821,39.6369
-39.8913,-18.0999
-38.0482,-9.8755
-38.0482,-9.8755
-38.92571,-7.30658
-38.92571,-7.30658
-38.9901,-5.6408
-75.8395,19.9756
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-75.5033,6.2597
-73.117039,11.365681
177.317272,-18.098428
-96.11039,15.79839
-96.11039,15.79839
-39.5321,-15.8762
-39.0461,-4.8876
-38.88201,-4.47716
-66.9484,17.9418
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-73.825513,11.229639
28.01028,-19.0999
121.285533,24.162593
-96.47445,15.68353
-95.01524,16.59749
-93.88278,16.54606
37.60499,-6.87109
-48.8525,-15.81
-96.47445,15.68353
-96.47445,15.68353
-95.01524,16.59749
-93.88278,16.54606
37.60499,-6.87109
39.03614,-5.36264
99.293611,9.102222
-59.6306,13.3286
-0.92,6.15
9.5821,39.6369
4.6673,8.4628
-41.4365,-21.7902
-39.8913,-18.0999
-37.4904,-10.5932
-38.8084,-8.6821
-38.9901,-5.6408
-39.0461,-4.8876
-38.88201,-4.47716
-38.88201,-4.47716
-38.9113,-4.4099
-64.52531,18.44507
-64.7073,18.3907
-75.8395,19.9756
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-69.8964,-4.0083
-74.011557,11.284254
-73.117039,11.365681
28.01028,-19.0999
28.01028,-19.0999
-82.4336,8.4868
131.4395,-13.7655
-0.92,6.15
9.5821,39.6369
4.6673,8.4628
-97.079089,15.914678
-41.4365,-21.7902
-39.8913,-18.0999
-37.4904,-10.5932
-38.4718,-8.73501
-38.8084,-8.6821
-38.9901,-5.6408
-38.88201,-4.47716
-38.88201,-4.47716
-38.9113,-4.4099
-38.9113,-4.4099
-64.52531,18.44507
-75.8395,19.9756
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-69.8964,-4.0083
-74.011557,11.284254
-73.117039,11.365681
28.01028,-19.0999
28.01028,-19.0999
131.4395,-13.7655
-66.42062,-17.66087
-96.47445,15.68353
-95.01524,16.59749
73.40144,34.06692
54.69107,36.88135
39.03614,-5.36264
37.76269,-4.19894
-0.9,6.15
-0.92,6.15
4.6673,8.4628
-40.7302,-20.6895
-38.92571,-7.30658
-39.0461,-4.8876
-66.9484,17.9418
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-67.2908,-30.2063
-3.767194,8.762444
28.01028,-19.0999
-82.4336,8.4868
121.285533,24.162593
-47.478611,-13.636944
-96.47445,15.68353
-93.88278,16.54606
38.46893,-6.6628
12.05667,37.98778
38.97651,-5.44209
39.03614,-5.36264
92.77527,11.89111
35.8215,-5.7172
38.97651,-5.44209
39.03614,-5.36264
106.753117,-6.5541
-59.6306,13.3286
-90.5515,19.77107
58.89833,22.92689
57.15683,20.87377
-96.47445,15.68353
-95.78457,15.92524
-93.88278,16.54606
38.46893,-6.6628
12.05667,37.98778
38.97651,-5.44209
39.03614,-5.36264
92.77527,11.89111
-0.9,6.15
-95.78457,15.92524
-93.88278,16.54606
38.46893,-6.6628
38.97651,-5.44209
39.03614,-5.36264
-0.9,6.15
-75.1257,8.27825
-90.5515,19.77107
-40.7302,-20.6895
-39.8913,-18.0999
-38.0482,-9.8755
-39.1928,-8.4559
-38.92571,-7.30658
-38.92571,-7.30658
-38.92571,-7.30658
-39.0461,-4.8876
-64.7073,18.3907
-75.8395,19.9756
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-75.5033,6.2597
28.01028,-19.0999
-95.78457,15.92524
-95.01524,16.59749
11.99972,36.78247
38.97651,-5.44209
39.03614,-5.36264
-0.9,6.15
-0.92,6.15
-66.42062,-17.66087
-96.47445,15.68353
38.97651,-5.44209
39.03614,-5.36264
-75.1257,8.27825
-0.92,6.15
9.7184,40.6976
4.6673,8.4628
-39.8913,-18.0999
-38.8084,-8.6821
-38.8084,-8.6821
-39.1928,-8.4559
-39.0461,-4.8876
-39.0461,-4.8876
-39.5321,-15.8762
-38.4718,-8.73501
-38.92571,-7.30658
-38.9901,-5.6408
-39.0461,-4.8876
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-75.5033,6.2597
-67.2908,-30.2063
-3.767194,8.762444
-82.4336,8.4868
13.94333,37.96639
-75.1257,8.27825
-75.1257,8.27825
-0.92,6.15
22.6203,-26.19122
-39.5321,-15.8762
-38.0482,-9.8755
-39.1928,-8.4559
-38.92571,-7.30658
-75.8395,19.9756
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-61.4854,-1.9653
-61.4854,-1.9653
28.01028,-19.0999
13.94333,37.96639
58.89833,22.92689
-96.47445,15.68353
-95.78457,15.92524
-93.88278,16.54606
38.46893,-6.6628
12.05667,37.98778
38.97651,-5.44209
39.03614,-5.36264
92.77527,11.89111
-95.78457,15.92524
-95.32046,16.1131
-95.01524,16.59749
-93.88278,16.54606
37.60499,-6.87109
38.46893,-6.6628
39.03614,-5.36264
92.77527,11.89111
-95.01524,16.59749
11.99972,36.78247
38.97651,-5.44209
39.03614,-5.36264
-59.6306,13.3286
-0.92,6.15
-96.47445,15.68353
-96.47445,15.68353
-93.88278,16.54606
38.46893,-6.6628
11.99972,36.78247
38.97651,-5.44209
38.97651,-5.44209
39.03614,-5.36264
-75.46245,9.48672
-75.1257,8.27825
-59.6306,13.3286
-0.92,6.15
-0.72013,38.30266
4.6673,8.4628
-39.8913,-18.0999
-0.92,6.15
8.2166,40.6111
21.90507,-26.65967
4.6673,8.4628
-96.11039,15.79839
-41.4365,-21.7902
-39.5321,-15.8762
-37.4904,-10.5932
-38.4718,-8.73501
-38.92571,-7.30658
-39.0461,-4.8876
-39.0461,-4.8876
-39.0461,-4.8876
-38.88201,-4.47716
-64.52531,18.44507
-75.8395,19.9756
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-75.5033,6.2597
-74.011557,11.284254
-73.117039,11.365681
28.01028,-19.0999
121.285533,24.162593
131.4395,-13.7655
-69.91,-4.133
-97.079089,15.914678
-38.8084,-8.6821
-39.1928,-8.4559
-39.0461,-4.8876
-39.0461,-4.8876
-38.88201,-4.47716
-75.8395,19.9756
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-75.5033,6.2597
28.01028,-19.0999
131.4395,-13.7655
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-81.1901,22.2795
-3.767194,8.762444
-3.495763,34.194834
130.998333,-12.701417
131.4395,-13.7655
-96.47445,15.68353
-95.01524,16.59749
-93.88278,16.54606
39.03614,-5.36264
58.89833,22.92689
-96.47445,15.68353
38.46893,-6.6628
38.53055,-6.669
38.97651,-5.44209
39.03614,-5.36264
-48.8525,-15.81
92.77527,11.89111
-0.9,6.15
-75.1257,8.27825
-75.1257,8.27825
-0.92,6.15
-39.8913,-18.0999
-38.0482,-9.8755
-39.1928,-8.4559
-38.92571,-7.30658
-39.0461,-4.8876
-75.8395,19.9756
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-61.4854,-1.9653
28.01028,-19.0999
-82.4336,8.4868
13.94333,37.96639
-0.92,6.15
9.7184,40.6976
4.6673,8.4628
-41.4365,-21.7902
-39.5321,-15.8762
-37.4904,-10.5932
-38.4718,-8.73501
-38.4718,-8.73501
-38.92571,-7.30658
-39.0461,-4.8876
-39.0461,-4.8876
-38.88201,-4.47716
-38.88201,-4.47716
-38.88201,-4.47716
-64.52531,18.44507
-75.8395,19.9756
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-75.5033,6.2597
-74.011557,11.284254
-73.117039,11.365681
28.01028,-19.0999
131.4395,-13.7655
-39.5321,-15.8762
-37.4904,-10.5932
-38.0482,-9.8755
-38.4718,-8.73501
-38.92571,-7.30658
-38.92571,-7.30658
-75.7779,20.0167
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-75.5033,6.2597
-67.2908,-30.2063
-73.604129,11.261166
13.94333,37.96639
-38.0482,-9.8755
-38.0482,-9.8755
-39.1928,-8.4559
-38.92571,-7.30658
-38.92571,-7.30658
-75.8395,19.9756
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-75.5033,6.2597
-73.825513,11.229639
-73.117039,11.365681
28.01028,-19.0999
-96.47445,15.68353
-95.78457,15.92524
-95.01524,16.59749
-93.88278,16.54606
37.60499,-6.87109
38.97651,-5.44209
39.03614,-5.36264
-0.92,6.15
-0.92,6.15
-96.47445,15.68353
-95.01524,16.59749
39.03614,-5.36264
-0.9,6.15
-0.92,6.15
-96.47445,15.68353
-95.01524,16.59749
12.05667,37.98778
54.69107,36.88135
39.03614,-5.36264
99.293611,9.102222
98.890278,8.079167
-0.92,6.15
9.5821,39.6369
22.6203,-26.19122
51.17332,24.90322
4.6673,8.4628
-90.5515,19.77107
-41.4365,-21.7902
-38.8084,-8.6821
-39.1928,-8.4559
-38.9901,-5.6408
-39.0461,-4.8876
-38.88201,-4.47716
-38.9113,-4.4099
-75.8395,19.9756
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-73.117039,11.365681
28.01028,-19.0999
28.01028,-19.0999
-82.4336,8.4868
131.4395,-13.7655
-69.91,-4.133
-59.6306,13.3286
-0.92,6.15
9.5821,39.6369
25.51188,-25.13427
-96.11039,15.79839
-39.5321,-15.8762
-37.4904,-10.5932
-38.92571,-7.30658
-39.0461,-4.8876
-39.0461,-4.8876
-64.52531,18.44507
-64.52531,18.44507
-75.8395,19.9756
-75.8395,19.9756
-76.3049,20.7788
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-81.1901,22.2795
-75.5033,6.2597
28.01028,-19.0999
13.94333,37.96639
121.285533,24.162593
131.4395,-13.7655
4.6673,8.4628
-41.4365,-21.7902
-39.8913,-18.0999
-39.5321,-15.8762
-37.4904,-10.5932
-38.4718,-8.73501
-38.4718,-8.73501
-38.8084,-8.6821
-39.0461,-4.8876
-39.0461,-4.8876
-38.88201,-4.47716
-38.88201,-4.47716
-38.9113,-4.4099
-64.52531,18.44507
-75.8395,19.9756
-78.8325,22.3496
-78.8325,22.3496
-78.8325,22.3496
-79.2159,22.3032
-79.2159,22.3032
-79.2159,22.3032
-69.8964,-4.0083
-74.011557,11.284254
-73.117039,11.365681
28.01028,-19.0999
131.4395,-13.7655
-0.92,6.15
51.17332,24.90322
51.17332,24.90322
-41.4365,-21.7902
